Earned Leaves are leaves earned by an Employee after working with the company for a certain amount of time. Enabling this will allocate leaves on pro-rata basis by automatically updating Leave Allocation for leaves of this type at intervals set by 'Earned Leave Frequency.,带薪休假是员工在公司工作一定时间后获得的假期。启用后，系统将按'分配频率'定期自动按比例更新此类假期分配,
Earning,收入项,
Earning Arrears,收入欠薪,
Earning Component,收入组件,
Earning Salary Component is required for Employee Referral Bonus.,员工推荐奖金需要收入类薪资组件,
Earnings,收入项,
Earnings & Deductions,收入与扣除项,
Edit,编辑,
Effective From,生效日期,
Effective To,失效日期,
Email,邮件,
Email Address,电子邮箱,
Email ID,电子邮件,
Email Salary Slip to Employee,邮件发送工资条至员工,
Email Salary Slips,批量发送工资条邮件,
Email Sent To,邮件接收人,
Email Template,电子邮件模板,
Email sent to {0},邮件已发送至 {0},
Emails salary slip to employee based on preferred email selected in Employee,根据员工档案首选邮箱发送工资条邮件,
Employee,员工,
Employee A/C Number,员工银行账号,
Employee Advance,员工预支,
Employee Advance Account,员工预支科目,
Employee Advance Balance,员工预支余额,
Employee Advance Summary,员工预支汇总,
Employee Advances,员工预支,
Employee Attendance Tool,员工考勤工具,
Employee Benefit Application,员工福利申请,
Employee Benefit Application Detail,员工福利申请明细,
Employee Benefit Claim,员工福利申报,
Employee Benefit Detail,员工福利明细,
Employee Benefit Ledger,员工福利分类账,
Employee Benefits,员工福利,
Employee Boarding Activity,员工入职活动,
Employee Checkin,员工签到,
Employee Company,员工公司,
Employee Cost Center,员工成本中心,
Employee Details,员工详细信息,
Employee Emails,员工邮箱列表,
Employee Exit,员工离职,
Employee Exit Settings,员工离职设置,
Employee Exits,员工离职记录,
Employee Feedback Criteria,员工反馈标准,
Employee Feedback Rating,员工反馈评分,
Employee Grade,员工职级,
Employee Grievance,员工申诉,
Employee Health Insurance,员工健康保险,
Employee Image,员工照片,
Employee Incentive,员工激励,
Employee Info,员工基本信息,
Employee Loan,员工借款,
Employee Name,员工姓名,
Employee Naming By,员工编号规则,
Employee Number,员工号,
Employee Onboarding,员工入职流程,
Employee Onboarding Template,员工入职模板,
Employee Onboarding: {0} already exists for Job Applicant: {1},职位申请人{1}已存在员工入职流程{0},
Employee Performance Feedback,员工绩效反馈,
Employee Promotion,员工晋升,
Employee Promotion Details,员工晋升详情,
Employee Promotion cannot be submitted before Promotion Date,晋升日期前不可提交晋升记录,
Employee Property History,员工属性变更历史,
Employee Referral,员工推荐,
Employee Referral {0} already exists for email: {1},邮箱 {1} 的员工推荐 {0} 已存在,
Employee Referral {0} is not applicable for referral bonus.,员工推荐{0}不符合推荐奖金条件,
Employee Referrals,员工推荐记录,
Employee Responsible ,责任人,
Employee Retained,留任员工,
Employee Separation,员工离职,
Employee Separation Template,员工离职模板,
Employee Settings,员工设置,
Employee Skill,员工技能,
Employee Skill Map,员工技能图谱,
Employee Skills,员工技能列表,
Employee Status,员工状态,
Employee Training,员工培训,
Employee Transfer,员工调岗,
Employee Transfer Detail,员工调岗明细,
Employee Transfer Details,员工调岗详情,
Employee Transfer cannot be submitted before Transfer Date,调岗日期前不可提交调岗记录,
Employee advance account {0} should be of type {1}.,员工预支账户{0}应为{1}类型,
"Employee can be named by Employee ID if you assign one, or via Naming Series. Select your preference here.",员工编号可通过指定员工ID或命名规则生成，请在此选择首选项,
Employee name,员工姓名,
Employee not found,未找到员工,
Employee records are created using the selected option,员工档案将按所选选项创建,
Employee was marked Absent due to missing Employee Checkins.,因缺少签到记录，员工标记为缺勤,
Employee was marked Absent for not meeting the working hours threshold.,因未达到工时阈值，员工标记为缺勤,
Employee was marked Absent for other half due to missing Employee Checkins.,由于缺少员工打卡记录，该员工另一半被标记为缺勤,
Employee {0} : {1},员工{0}：{1},
Employee {0} already has an Attendance Request {1} that overlaps with this period,员工{0}已有考勤申请{1}与本期间重叠,
Employee {0} already has an active Shift {1}: {2} that overlaps within this period.,员工{0}存在活动班次{1}:{2}与本期间重叠,
Employee {0} already submitted an application {1} for the payroll period {2},员工{0}已提交薪资期间{2}的申请{1},
Employee {0} has already applied for Shift {1}: {2} that overlaps within this period,员工{0}已申请与本期间重叠的班次{1}:{2},
Employee {0} has already applied for {1} between {2} and {3} : {4},员工{0}已在{2}至{3}期间申请{1}:{4},
"Employee {0} has already claimed the benefit '{1}' for {2} ({3}).<br>To prevent overpayments, only one claim per benefit type is allowed in each payroll cycle.",员工{0}已在{2}（{3}）期间报销过福利“{1}”。<br>为防止超额支付，每个薪资周期内每种福利类型仅允许报销一次,
Employee {0} is not active or does not exist,员工{0}未激活或不存在,
Employee {0} is on Leave on {1},员工{0}在{1}请假,
Employee {0} not found in Training Event Participants.,未在培训参与者中找到员工{0},
Employee {0} on Half day on {1},员工{0}在{1}为半日假,
Employee {0} relieved on {1} must be set as 'Left',员工{0}于{1}离职需标记为'已离职',
Employees,员工,
Employees HTML,员工HTML模板,
Employees cannot give feedback to themselves. Use {0} instead: {1},员工不可自评，请使用{0}功能：{1},
Employees on Half Day HTML,半日制员工HTML,
Employees will miss holiday reminders from {} until {}. <br> Do you want to proceed with this change?,员工将错过{}至{}期间的假期提醒。<br>是否继续此更改？,
Employees without Feedback: {0},未提交反馈员工：{0},
Employees without Goals: {0},未设置目标员工：{0},
Employees working on a holiday,节假日工作员工,
Employment Type,雇佣类型,
"Enable this to use a specific multiplier for public holidays. If unchecked, the standard multiplier will be used instead.",启用此项可为公共假日使用特定乘数。若未勾选，将使用标准乘数,
"Enable this to use a specific multiplier for weekends. If unchecked, the standard multiplier will be used instead.",启用此项可为周末使用特定乘数。若未勾选，将使用标准乘数,
Enabled,已启用,
Enabled only for Employee Benefit components from Salary Structure Assignment,仅对来自薪资结构分配的员工福利组件启用,
Encashment,折现,
Encashment Amount,折现金额,
Encashment Date,折现日期,
Encashment Days,折现天数,
Encashment Days cannot exceed {0} {1} as per Leave Type settings,根据假期类型设置，折现天数不得超过{0}{1},
Encashment Limit Applied,已应用折现限制,
Encrypt Salary Slips in Emails,邮件工资条加密,
End,结束,
End Date,结束日期,
End Date cannot be before Start Date,结束日期不得早于开始日期,
End Time,结束时间,
End date: {0},截止日期：{0},
End time cannot be before start time,结束时间不得早于开始时间,
Enter Interview Round,输入面试轮次,
Enter a non-zero value to adjust.,请输入非零值进行调整。,
Enter the Standard Working Hours for a normal work day. These hours will be used in calculations of reports such as Employee Hours Utilization and Project Profitability analysis.,输入标准工作日工时，该数值将用于员工工时利用率和项目盈利能力分析等报表,
Enter the number of Leave Without Pay (LWP) days you want to reverse. This value cannot exceed the total LWP days recorded for the selected month,输入要冲销的无薪假（LWP）天数。该值不能超过所选月份记录的总LWP天数,
Enter the number of leaves you want to allocate for the period.,输入本期间需分配的假期天数,
Enter yearly benefit amounts,输入年度福利金额,
Error,错误,
Error Log,错误日志,
Error Message,错误消息,
Error downloading PDF,下载 PDF 时出错,
Error in formula or condition,公式或条件错误,
Error in formula or condition: {0} in Income Tax Slab,所得税税级公式或条件错误：{0},
Error in some rows,部分行数据错误,
Error while evaluating the {doctype} {doclink} at row {row_id}. <br><br> <b>Error:</b> {error} <br><br> <b>Hint:</b> {description},评估{doctype}{doclink}第{row_id}行时出错。<br><br><b>错误：</b>{error}<br><br><b>提示：</b>{description},
Estimated Cost Per Position,单岗位预估成本,
Evaluation,评估,
Evaluation Date,评估日期,
Evaluation Method cannot be changed as there are existing appraisals created for this cycle,本考核周期已存在考核记录，不可更改评估方法,
Event Details,活动详情,
Event Link,活动链接,
Event Location,活动地点,
Event Name,活动名称,
Event Status,活动状态,
Every 2 Weeks,每两周,
Every 3 Weeks,每三周,
Every 4 Weeks,每四周,
Every Valid Check-in and Check-out,每次有效签到/签退,
Every Week,每周,
"Everyone, let’s congratulate them on their work anniversary!",让我们共同祝贺他们的工作周年纪念！,
"Everyone, let’s congratulate {0} on their birthday.",让我们共同祝贺{0}生日快乐！,
Exam,考试,
Exchange Gain/Loss,汇兑损益,
Exchange Rate,汇率,
Exchange rate of Payment Entry against Employee Advance,针对员工预支的付款分录汇率,
Exclude Holidays,排除节假日,
Excluded {0} Non-Encashable Leaves for {1},已排除{1}的不可折现假期{0},
Exempted from Income Tax,免征所得税,
Existing Record,现有记录,
Existing Shift Assignments,现有班次分配,
Exit Confirmed,离职确认,
Exit Details,离职详情,
Exit Interview,离职面谈,
Exit Interview Pending,待处理离职面谈,
Exit Interview Summary,离职面谈汇总,
Exit Interview {0} already exists for Employee: {1},员工{1}已存在离职面谈{0},
Exit Questionnaire,离职问卷,
Exit Questionnaire Notification,离职问卷通知,
Exit Questionnaire Notification Template,离职问卷通知模板,
Exit Questionnaire Pending,待处理离职问卷,
Exit Questionnaire Web Form,离职问卷Web表单,
Expand All,全部展开,
Expected Average Rating,预期平均评分,
Expected By,期望完成时间,
Expected Compensation,期望薪酬,
Expected Skill Set,预期技能要求,
Expected Skillset,预期技能组合,
Expense,费用,
Expense Account,费用科目,
Expense Approver,费用审批人,
Expense Approver Mandatory In Expense Claim,费用报销必须指定审批人,
Expense Claim,费用报销,
Expense Claim Account,费用报销账户,
Expense Claim Advance,费用预支报销,
Expense Claim Detail,费用报销明细,
Expense Claim Summary,费用报销汇总,
Expense Claim Type,费用报销类型,
Expense Claim for Vehicle Log {0},车辆日志{0}的费用报销,
Expense Claim {0} already exists for the Vehicle Log,该车辆日志已存在费用报销{0},
Expense Claims,费用报销记录,
Expense Date,费用日期,
Expense Proof,费用凭证,
Expense Taxes and Charges,费用税费及附加,
Expense Type,费用类型,
Expenses,费用,
Expenses & Advances,费用与预支,
Expenses Settings,费用设置,
Expire Allocation,分配到期,
Expire Carry Forwarded Leaves (Days),结转假期有效期（天）,
Expire Leaves,过期假期处理,
Expired,已过期,
Expired Leave(s),过期假期,
Expired Leaves,过期假期天数,
Explanation,说明,
Export,导出,
Exporting...,导出中...,
Failed,失败,
Failed to create/submit {0} for employees:,为员工创建/提交{0}失败：,
Failed to delete defaults for country {0}.,删除国家{0}默认设置失败,
Failed to download PDF: {0},无法下载 PDF： {0},
Failed to send the Interview Reschedule notification. Please configure your email account.,无法发送面试改期通知。请配置您的邮箱账户。,
Failed to setup defaults for country {0}.,设置国家{0}默认值失败,
Failed to submit some leave policy assignments:,部分休假政策分配提交失败：,
Failed to update the Job Applicant status,更新职位申请人状态失败,
Failed to {0} {1} for employees:,对员工{1}执行{0}操作失败：,
Failure,失败,
Failure Details,故障详情,
Failure Reason,失败原因,
Failure of Automatic Allocation of Earned Leaves,累计假期自动分配失败,
Feb,二月,
Feedback,反馈,
Feedback Count,反馈次数,
Feedback HTML,反馈HTML模板,
Feedback Ratings,反馈评分,
Feedback Reminder Notification Template,反馈提醒通知模板,
Feedback Score,反馈得分,
Feedback Submitted,已提交反馈,
Feedback Summary,反馈汇总,
Feedback already submitted for the Interview {0}. Please cancel the previous Interview Feedback {1} to continue.,面试{0}已存在反馈{1}，请取消后再提交新反馈,
Feedback cannot be recorded for an absent Employee.,缺勤员工无法记录反馈,
Feedback {0} added successfully,反馈{0}添加成功,
Fetch Geolocation,获取地理位置,
Fetch Overtime Details,获取加班明细,
Fetch Shift,获取班次,
Fetch Shifts,获取多个班次,
Fetching Employees,正在获取员工数据,
Fetching Shift,正在获取班次,
Fetching your geolocation,正在获取您的地理位置,
Field Name,字段名称,
File Preview,文件预览,
Fill the form and save it,填写表单并保存,
Filled,已填写,
Filter Based On,筛选基于,
Filter Employees,筛选员工,
Filter List,过滤条件列表,
Filter by Shift,按班次筛选,
Filters,筛选器,
Final Decision,最终决定,
Final Score,最终得分,
Final Score Formula,最终得分公式,
First Check-in and Last Check-out,首次签到与末次签退,
First Day,首日,
First Name ,名字,
Fiscal Year,会计年度,
Fiscal Year {0} not found,未找到会计年度{0},
Fixed Hourly Rate,固定小时费率,
Fleet Manager,车队经理,
Flexible Benefit,弹性福利,
Flexible Benefits,弹性福利,
Flexible Component,弹性组件,
Flight,航班,
FnF Pending,待处理离职结算,
Follow via Email,邮件关注,
Food,餐饮,
For Designation ,适用于职级,
For Employee,员工专属,
"For a day of leave taken, if you still pay (say) 50% of the daily salary, then enter 0.50 in this field.",若员工请假当天仍支付（例如）50%日薪，则在此字段输入0.50,
Formula,公式,
Fortnightly,双周,
Fraction of Daily Salary for Half Day,半日假薪资比例,
Fraction of Daily Salary per Leave,单日假薪资扣除比例,
Fractional Cost,分摊成本,
Frappe HR,人事,
Frappe Support,Frappe支持,
Frequency,频率,
Friday,星期五,
From,发件人,
From Amount,起始金额,
From Date,起始日期,
From Date cannot be greater than To Date,起始日期不能大于结束日期,
From Date must come before To Date,起始日期必须早于截止日期,
From Date {0} cannot be after Payroll Period end date {1},起始日期{0}不能晚于薪资期间结束日期{1},
From Date {0} cannot be after employee's relieving Date {1},起始日期{0}不能晚于员工离职日期{1},
From Date {0} cannot be before Payroll Period start date {1},起始日期{0}不能早于薪资期间开始日期{1},
From Date {0} cannot be before employee's joining Date {1},起始日期{0}不能早于员工入职日期{1},
From Employee,员工,
From Time,开始时间,
From User,来源用户,
From and to dates are mandatory for recurring type additional salaries.,对于周期性类型的额外工资，起始和结束日期为必填项。,
From date can not be less than employee's joining date,起始日期不能早于员工入职日期,
From date can not be less than employee's joining date.,起始日期不得早于员工入职日期,
"From here, you can enable encashment for the balance leaves.",在此可启用剩余假期的折现功能,
From {0} to {1},时间段：{0} 至 {1},
Fuchsia,紫红色,
Fuel Expense,燃油费用,
Fuel Expenses,燃油费用记录,
Fuel Price,燃油价格,
Fuel Qty,燃油数量,
Full Name,全名,
Full and Final Asset,完全资产结算,
Full and Final Outstanding Statement,完全未结清声明,
Full and Final Statement,最终结算单,
Full-time,全职,
Fully Sponsored,全额资助,
Funded Amount,资助金额,
Future Income Tax,未来所得税,
Future dates not allowed,不允许未来日期,
Gain Loss Account,汇兑损益科目,
Gender,性别,
Geolocation,地理位置,
Geolocation Error,地理位置错误,
Geolocation is not supported by your current browser,当前浏览器不支持地理位置功能,
Get Employees,获取员工,
Get Job Requisitions,获取职位申请,
Get Template,获取模板,
Get the app on your device for easy access & a better experience!,在设备上安装应用，获得更便捷的访问与更优体验！,
Get the app on your iPhone for easy access & a better experience,在iPhone安装应用，获得更便捷的访问与更优体验,
Gluten Free,无麸质,
Go to Login,前往登录,
Goal,目标,
Goal Completion (%),目标完成度（%）,
Goal Score,目标得分,
Goal Score (%),目标得分（%）,
Goal Score (weighted),目标得分（加权）,
Goal progress percentage cannot be more than 100.,目标进度百分比不可超过100%,
Goal should be aligned with the same KRA as its parent goal.,子目标应与父目标的关键绩效领域一致,
Goal should be owned by the same employee as its parent goal.,子目标应与父目标归属同一员工,
Goal should belong to the same Appraisal Cycle as its parent goal.,子目标应与父目标属于同一考核周期,
Goal updated successfully,目标更新成功,
Goals,目标,
Goals updated successfully,目标批量更新成功,
Grade,等级,
Grand Total,总计,
Grand Total (Company Currency),总计（本币）,
Green,绿色,
Grievance Against,申诉对象,
Grievance Against Party,被申诉方,
Grievance Details,申诉详情,
Grievance Type,申诉类型,
Gross Pay,应发工资,
Gross Pay (Company Currency),应发工资（公司币种）,
Gross Year To Date,年度累计总收入,
Gross Year To Date(Company Currency),年度累计总收入（公司币种）,
Group,组,
Group By,分组依据,
Group goal's progress is auto-calculated based on the child goals.,组目标的进度根据子目标自动计算,
HR,人事,
HR & Payroll,人力资源与薪资,
HR & Payroll Settings,人力资源与薪资设置,
HR Manager,人资经理,
HR Settings,HR设置,
HR User,人资职员,
HRMS,人力资源管理系统,
Half Day,半日假,
Half Day Date,半日假日期,
Half Day Date is mandatory,必须填写半日假日期,
Half Day Date should be between From Date and To Date,半日假日期应在起止日期之间,
Half Day Date should be in between Work From Date and Work End Date,半日假日期应在工作起止日期之间,
Half Day Marked Employee Header,半日制员工标识标题,
Half Day Records,半日假记录,
Half Yearly,每半年,
Half day date should be in between from date and to date,半日假日期应在起止日期之间,
Half-Yearly,每半年,
Has Certificate,持有证书,
Health Insurance,健康保险,
Health Insurance Name,健康保险名称,
Health Insurance No,健康保险编号,
Health Insurance Provider,健康保险提供商,
Hello,你好,
Help,帮助,
Hey {}! This email is to remind you about the upcoming holidays.,您好{}！此邮件提醒您即将到来的假期。,
Hiring Count,招聘人数,
Hiring Settings,招聘设置,
Hold,临时冻结,
Holiday,假日,
Holiday List,假日列表,
Holiday List Assignment,节假日列表分配,
Holiday List Assignment for {0} already exists for date {1}: {2},{0} 的节假日列表分配已存在于日期 {1}：{2},
Holiday List End,节假日列表结束,
Holiday List Start,节假日列表开始,
Holiday List for Optional Leave,可选假期节假日列表,
Holidays,假期,
Holidays this Month.,本月节假日,
Holidays this Week.,本周节假日,
Home,首页,
Horizontal Break,横向分隔,
Hour Rate,工费率,
Hour Rate (Company Currency),小时费率（公司币种）,
Hourly Rate,小时费率,
Hours,小时,
IFSC,IFSC代码,
IFSC Code,IFSC代码,
IN,签到,
Identification Document Number,证件号码,
Identification Document Type,证件类型,
"If checked, Payroll Payable will be booked against each employee",勾选后，应付薪资将按员工单独记账,
"If checked, flexible benefits are considered only if benefit application exists",若勾选，仅当存在福利申请时才考虑弹性福利,
"If checked, hides and disables Rounded Total field in Salary Slips",勾选后，工资条中隐藏并禁用四舍五入总额字段,
"If checked, overtime slip creation can be handled as part of payroll processing",若勾选，加班单创建可作为薪资处理的一部分进行处理,
"If checked, the full amount will be deducted from taxable income before calculating income tax without any declaration or proof submission.",勾选后，计算所得税前将全额扣除应税收入，无需申报或证明,
"If enabled, deducts payment days for absent attendance on holidays. By default, holidays are considered as paid",启用后，节假日缺勤将扣除计薪天数。默认节假日视为带薪,
"If enabled, the amount will be excluded from accounting entries during Journal Entry creation.",若启用，该金额将在日记账凭证创建时排除在会计分录入账之外。,
"If enabled, the component will be considered as a tax component and the amount will be auto-calculated as per the configured income tax slabs",启用后，该组件视为税务组件并按配置的所得税税级自动计算金额,
"If enabled, the component will be considered in the Income Tax Deductions report",启用后，该组件将计入所得税扣除报告,
"If enabled, the component will not be displayed in the salary slip if the amount is zero",启用后，当金额为零时该组件不显示在工资条中,
"If enabled, the total no. of applications received for this opening will be displayed on the website",启用后，网站将显示该职位空缺的申请总数,
"If enabled, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ",启用后，该组件指定或计算的值不计入收入或扣除项，但可被其他组件引用,
"If enabled, this component allows to accrue amounts without adding them to earnings. The accrued balance is tracked in the Employee Benefit Ledger and can be paid out later as needed.",若启用，此组件允许计提金额而不将其添加到收入中。计提余额在员工福利分类账中追踪，可根据需要后续支付。,
"If enabled, this component will be included in arrear calculations",若启用，此组件将包含在欠薪计算中,
"If enabled, total no. of working days will include holidays, and this will reduce the value of Salary Per Day",启用后，总工作日数将包含节假日，从而降低日薪计算值,
"If greater than zero, this sets the maximum benefit amount assignable to any employee",若大于零，此值设置可分配给任何员工的最大福利金额,
"If not checked, the list will have to be added to each Department where it has to be applied.",未勾选时，需手动将该列表添加至每个适用部门,
"If selected, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ",选中后，该组件指定或计算的值不计入收入或扣除项，但可被其他组件引用,
"If set, the job opening will be closed automatically after this date",设置后，该职位空缺将在该日期后自动关闭,
"If you are using loans in salary slips, please install the {0} app from Frappe Cloud Marketplace or GitHub to continue using loan integration with payroll.",若在工资条中使用贷款功能，请从Frappe云端市场或GitHub安装{0}应用以继续使用薪资集成贷款功能。,
Import Attendance,导入考勤,
Import Log,导入日志,
Import Successful,导入成功,
Importing {0} of {1},导入{1}的{0},
In Process,进行中,
In Progress,进行中,
In Time,准时,
"In case of any error during this background process, the system will add a comment about the error on this Payroll Entry and revert to the Submitted status",后台处理过程中若发生错误，系统将在薪资条目添加错误注释并恢复至已提交状态,
Inactive,停用,
Incentive,激励,
Incentive Amount,激励金额,
Incentives,提成,
Include Company Descendants,包含子公司,
Include Holidays,包含节假日,
Include Shift Attendance Without Checkins,包含无签到的班次考勤,
Include holidays in Total no. of Working Days,将节假日计入总工作日数,
Include holidays within leaves as leaves,将包含节假日的假期视为正常假期,
Income Tax Breakup,所得税明细,
Income Tax Deducted Till Date,截至当前已扣所得税,
Income Tax Slab,所得税税级,
Income Tax Slab is mandatory since the Salary Structure {0} has a tax component {1},薪资结构{0}包含税费组件{1}，必须设置所得税税级,
Income Tax Slab must be effective on or before Payroll Period Start Date: {0},所得税税级生效日期不得晚于薪资周期开始日期{0},
Income Tax Slab not set in Salary Structure Assignment: {0},薪资结构分配{0}未设置所得税税级,
Income Tax Slab: {0} is disabled,所得税税级{0}已禁用,
Income from Other Sources,其他来源收入,
Incorrect Weightage Allocation,权重分配错误,
"Indicates the number of leaves that cannot be encashed from the leave balance. E.g. with a leave balance of 10 and 4 Non-Encashable Leaves, you can encash 6, while the remaining 4 can be carried forward or expired",表示不可折现的假期余额数量。例如：总假期10天含4天不可折现，可折现6天，剩余4天可结转或过期,
Inspection,检查,
Install,安装,
Install Frappe HR,安装Frappe HR系统,
Insufficient Balance,余额不足,
Insufficient leave balance for Leave Type {0},假期类型{0}余额不足,
Interest,利息,
Interest Amount,利息金额,
Interest Income Account,利息收入账户,
Intermediate,中级,
Intern,实习生,
International,国际,
Internet,互联网,
Interview,面试,
Interview Detail,面试明细,
Interview Details,面试详情,
Interview Feedback,面试反馈,
Interview Feedback Reminder,面试反馈提醒,
Interview Feedback {0} submitted successfully,面试反馈{0}提交成功,
Interview Not Rescheduled,面试未改期,
Interview Reminder,面试提醒,
Interview Reminder Notification Template,面试提醒通知模板,
Interview Rescheduled successfully,面试改期成功,
Interview Round,面试轮次,
Interview Round {0} is only applicable for the Designation {1},面试轮次{0}仅适用于职级{1},
Interview Round {0} is only for Designation {1}. Job Applicant has applied for the role {2},面试轮次{0}仅限职级{1}，而职位申请人申请的是{2},
Interview Scheduled Date,面试预定日期,
Interview Status,面试状态,
Interview Summary,面试汇总,
Interview Type,面试类型,
Interview: {0} Rescheduled,面试改期：{0},
Interviewer,面试官,
Interviewers,面试官列表,
Introduction,介绍,
Invalid,无效,
Invalid Accrual Component,无效计提组件,
Invalid Action,无效操作,
Invalid Additional Salary,无效附加薪资,
Invalid Arrear Component,无效欠薪组件,
Invalid Benefit Amounts,无效福利金额,
Invalid Cost Center,无效成本中心,
Invalid Dates,无效日期,
Invalid LWP Days Reversed,无效LWP天数冲销,
Invalid Leave Ledger Entry,无效假期台账条目,
Invalid Payroll Payable Account. The account currency must be {0} or {1},应付薪资账户无效，账户币种必须为{0}或{1},
Invalid Shift Times,无效班次时间,
Invalid parameters provided. Please pass the required arguments.,参数无效，请传递必要参数,
Investigated,已调查,
Investigation Details,调查详情,
Invited,已邀请,
Invoice Ref,发票参考,
Is Active,生效,
Is Allocated,是否已分配,
Is Applicable for Referral Bonus,是否适用推荐奖金,
Is Carry Forward,是否结转,
Is Compensatory,是否为补休,
Is Compensatory Leave,是否为调休假,
Is Default,是否默认,
Is Earned Leave,是否为带薪假,
Is Expired,是否过期,
Is Flexible Benefit,是否为弹性福利,
Is Group,是组,
Is Income Tax Component,是否所得税组件,
Is Leave Without Pay,是否无薪假,
Is Mandatory,必填,
Is Optional Leave,是否为可选假期,
Is Paid,已付款,
Is Partially Paid Leave,是否为部分带薪假,
Is Recurring,是否循环,
Is Recurring Additional Salary,是否为循环附加薪资,
Is Salary Released,工资是否已发放,
Is Salary Withheld,工资是否暂扣,
Is Tax Applicable,是否适用税费,
Jan,一月,
Job Applicant,职位申请人,
Job Applicant Source,职位申请人来源,
Job Applicant {0} created successfully.,职位申请人{0}创建成功,
Job Applicants are not allowed to appear twice for the same Interview round. Interview {0} already scheduled for Job Applicant {1},同一面试轮次不得重复安排，职位申请人{1}已安排面试{0},
Job Application Route,职位申请路径,
Job Description,职位描述,
Job Offer,录用通知,
Job Offer Term,录用条款,
Job Offer Term Template,录用条款模板,
Job Offer Terms,录用条款内容,
Job Offer status,录用通知状态,
Job Offer: {0} is already for Job Applicant: {1},职位申请人{1}已存在录用通知{0},
Job Opening,职位空缺,
Job Opening Associated,关联职位空缺,
Job Opening Template,职位空缺模板,
Job Openings,职位空缺列表,
Job Openings for the designation {0} are already open or the hiring is complete as per the Staffing Plan {1},职级{0}的职位空缺已开放或按人员配置计划{1}已完成招聘,
Job Requisition,职位申请,
Job Requisition {0} has been associated with Job Opening {1},职位申请{0}已关联职位空缺{1},
Job Title,职位名称,
"Job profile, qualifications required etc.",岗位描述、资质要求等,
Joining Date,入职日期,
Journal Entry,日记账凭证,
July,七月,
June,六月,
KRA,关键绩效领域,
KRA Evaluation Method,KRA评估方法,
KRA updated for all child goals.,所有子目标KRA已更新,
KRA vs Goals,KRA与目标对照,
KRAs,关键绩效领域列表,
Key Performance Area,关键绩效领域,
Key Responsibility Area,关键责任区,
Key Result Area,关键成果领域,
Keyboard Shortcuts,键盘快捷键,
LWP Days Reversed ({0}) does not match actual Payroll Corrections total ({1}) for employee {2} from {3} to {4},员工{2}从{3}到{4}的LWP天数冲销（{0}）与实际薪资调整总额（{1}）不匹配,
Last Day,最后一日,
Last Name,姓,
Last Odometer Value ,上次里程表读数,
Late Entries,迟到记录,
Late Entry,迟到记录,
Late Entry By,迟到处理人,
Latitude,纬度,
Latitude and longitude values are required for checking in.,签到需提供经纬度坐标,
Leave,假期,
Leave Adjustment,假期调整,
Leave Adjustment for this allocation already exists: {0}. Please amend existing adjustment.,此分配已存在假期调整：{0}。请修改现有调整。,
Leave Allocation,假期分配,
Leave Allocation Exists,假期分配已存在,
Leave Allocations,假期分配记录,
Leave Application,请假申请,
Leave Application period cannot be across two non-consecutive leave allocations {0} and {1}.,请假期间不可跨越不连续的假期分配记录{0}和{1},
Leave Approval Notification,请假审批通知,
Leave Approval Notification Template,请假审批通知模板,
Leave Approver,请假审批人,
Leave Approver Mandatory In Leave Application,请假申请必须指定审批人,
Leave Approver Name,请假审批人姓名,
Leave Balance,假期余额,
Leave Balance Before Application,申请前假期余额,
Leave Block List,假期封存列表,
Leave Block List Allow,允许假期封存,
Leave Block List Allowed,允许的封存日期,
Leave Block List Date,封存日期,
Leave Block List Dates,假期封存日期,
Leave Block List Name,假期封存列表名称,
Leave Blocked,已封存假期,
Leave Control Panel,假期控制面板,
Leave Details,假期明细,
Leave Encashment,假期折现,
Leave Encashment Amount Per Day,每日假期折现金额,
Leave Ledger,假期台账,
Leave Ledger Entry,假期台账条目,
"Leave Ledger Entry's To date needs to be after From date. Currently, From Date is {0} and To Date is {1}",假期台账截止日期需晚于起始日期。当前起始日期为{0}，截止日期为{1},
Leave Period,假期周期,
Leave Policy,休假政策,
Leave Policy Assignment,休假政策分配,
Leave Policy Assignment Overlap,休假政策分配重叠,
Leave Policy Detail,休假政策明细,
Leave Policy Details,休假政策详情,
Leave Policy: {0} already assigned for Employee {1} for period {2} to {3},员工{1}在{2}至{3}期间已分配休假政策{0},
Leave Settings,假期设置,
Leave Status Notification,假期状态通知,
Leave Status Notification Template,假期状态通知模板,
Leave Type,假期类型,
Leave Type Name,假期类型名称,
Leave Type can either be compensatory or earned leave.,假期类型需为补休或带薪假,
Leave Type can either be without pay or partial pay,假期类型需为无薪或部分带薪,
Leave Type is mandatory,必须选择假期类型,
Leave Type {0} cannot be allocated since it is leave without pay,假期类型{0}为无薪假不可分配,
Leave Type {0} cannot be carry-forwarded,假期类型{0}不可结转,
Leave Type {0} is not encashable,假期类型{0}不可折现,
Leave Without Pay,无薪假,
Leave Without Pay does not match with approved {} records,无薪假与已批准的{}记录不符,
"Leave allocation is skipped for {0}, because number of leaves to be allocated is 0.",{0} 的假期分配被跳过，因为待分配的假期数量为 0。,
Leave allocation {0} is linked with the Leave Application {1},假期分配{0}关联请假申请{1},
Leave already have been assigned for this Leave Policy Assignment,该休假政策分配已关联假期,
